"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202604","2호선","역삼","43","4","3706","7665","9545","50770","17035","171181","28401","382087","27138","323571","29068","125527","37571","67915","43694","58899","52181","64704","63507","50889","80049","44979","110873","45595","240802","53066","287799","59960","161708","39168","93623","25021","81196","22533","55110","18971","20464","11412","3614","3590","4","106","0","0","0","0","20260503"
"202604","2호선","영등포구청","81","5","5899","4705","15120","16874","46763","45145","57677","142356","35824","60116","27119","31161","28527","26960","31892","29344","32343","32537","33007","29585","37668","30770","43880","34752","69095","45321","112959","64810","41949","43364","32136","27881","28475","25284","20355","22913","9455","14585","1881","5543","4","242","0","0","0","0","20260503"
"202604","2호선","왕십리(성동구청)","637","3","6778","1014","11653","7876","31383","16939","54549","32620","34404","21575","24091","17106","23360","18521","27005","20692","26337","21113","25914","21676","28811","25031","35624","29683","39055","41727","39737","60886","27106","39224","24856","26925","27310","24619","25449","23529","15532","15440","3231","6073","3","112","0","0","0","0","20260503"
"202604","2호선","용답","15","0","2653","364","3751","1347","9029","1974","14990","4654","8316","5641","5833","3997","5555","3421","6272","3916","5592","4537","5011","4308","5642","5271","7427","6912","6561","8161","4780","12586","2846","8760","2317","6370","1998","6968","1485","6722","601","3914","187","1226","0","1","0","0","0","0","20260503"
"202604","2호선","용두(동대문구청)","75","2","1191","155","2206","901","6165","2669","10309","5439","5952","2996","4395","3082","4174","3291","4310","3113","4369","3825","4339","4038","4474","4325","4531","4666","4826","5480","5222","8775","2169","5871","1349","3871","1257","3568","667","2743","246","1710","55","566","0","11","0","0","0","0","20260503"
"202604","2호선","을지로3가","25","4","1165","2220","3196","29967","7383","87299","14914","179200","20715","74007","26781","36201","28464","31863","30186","30345","32906","33048","37383","30848","41622","32481","55577","37475","110947","45514","143545","54184","61622","35476","49819","23195","53742","19399","45790","16595","26120","9579","5214","2421","4","70","0","0","0","0","20260503"
"202604","2호선","을지로4가","8","0","1238","1163","2704","16346","6819","39451","13083","82122","16745","41460","19917","26744","23253","26238","23256","23645","24705","23583","27501","22249","31639","21568","38613","20812","67182","22509","73112","22906","33187","16538","21342","13058","18354","12679","12612","12196","6335","7083","1222","2156","1","27","1","0","0","0","20260503"
"202604","2호선","을지로입구","141","1","3295","3295","5156","41253","13074","149677","21217","364524","31351","179435","39098","101941","50259","84804","56804","75003","69238","78959","80049","69518","95315","69880","118212","73991","206217","84491","298243","87953","152514","59404","145088","42716","101640","34273","84378","25398","35929","13600","5071","5375","4","1064","0","0","0","0","20260503"
"202604","2호선","이대","12","1","3558","892","11544","8123","32535","17672","43411","52904","27553","61669","23102","46928","25305","33032","34098","36636","34582","39903","32260","29573","42894","30302","45115","32422","57115","41278","52391","52383","31973","38672","28297","27507","28341","26167","21636","26071","8898","17721","1359","5414","0","131","0","0","0","0","20260503"
"202604","2호선","잠실(송파구청)","88","3","15403","5473","59032","39308","139101","91194","187544","183513","133296","182295","96830","146359","97951","147131","112563","144261","124148","151543","139949","152511","170699","170092","200753","189599","238512","237145","266126","288464","206593","194073","209889","128709","185579","107966","125453","96631","42754","48434","6805","11438","6","163","0","0","0","0","20260503"
"202604","2호선","잠실나루","2","0","4365","2313","17790","12388","50069","27140","59849","44871","36965","27902","30369","21735","28120","19206","26508","23231","24521","25158","25501","24051","30027","25228","34487","28415","41940","36803","34591","50685","18314","36199","12971","24192","9854","22040","6903","20507","2955","10810","538","3433","0","56","0","0","0","0","20260503"
"202604","2호선","잠실새내","20","1","6602","1187","22572","10617","72374","19622","96822","32066","59725","33384","41540","27852","36689","30789","38049","36177","37368","39969","34241","41768","37882","49947","41651","60409","44546","75528","47470","95232","37155","64647","32712","41201","31482","36718","31821","33596","17233","17786","3553","5946","4","115","0","0","0","0","20260503"
"202604","2호선","종합운동장","34","4","2013","1617","7378","21192","19319","21680","26427","29970","18142","15185","13277","13899","13304","15241","14215","38292","13188","58293","13628","23369","18295","29612","36902","54790","75894","125113","27728","123757","23197","32166","30761","14190","129489","14070","94072","12688","4354","5921","521","2063","2","126","0","0","0","0","20260503"
"202604","2호선","충정로(경기대입구)","14","1","3400","1265","7465","9414","18013","30076","25610","67629","17250","30502","13538","13629","13759","12161","14893","12728","14292","14499","14118","13298","15915","13771","20323","15521","39520","19711","48193","24831","17426","16605","12088","12787","10621","12212","6941","11174","2874","6789","742","2217","0","37","0","0","0","0","20260503"
"202604","2호선","한양대","2","0","1249","767","3235","9306","6701","19734","10412","84660","8356","70454","10911","63728","18394","23111","23143","47827","25567","31638","32817","26708","39416","17897","53021","14923","62179","19938","52988","24004","28223","12822","23499","8663","25997","7894","17613","7525","10413","5188","2330","1657","1","39","0","0","0","0","20260503"
"202604","2호선","합정","116","0","11078","3249","18878","14947","43786","36093","56013","97708","37742","90571","31799","58764","33330","55754","40967","60283","44185","66213","46633","62501","52393","64706","62688","74626","85173","93323","119568","125657","82981","84211","71962","50257","78283","39972","71792","36200","37942","24639","6735","9373","14","355","0","0","0","0","20260503"
"202604","2호선","홍대입구","746","43","23155","3683","32225","20322","67156","47436","86877","126224","69980","165448","67421","129765","75838","139836","89891","158575","103204","171849","114610","162417","137436","161553","166487","173093","194440","203835","215451","245174","184955","178850","182197","121763","201481","97503","194151","79936","98985","55028","13776","19757","20","2514","0","0","0","0","20260503"
"202603","2호선","강남","155","13","8041","12420","18954","53655","43312","167850","67406","340695","58461","349380","62290","164557","79528","112166","94366","108122","109013","123519","122387","114858","149297","108280","175405","118804","265958","152137","339244","185953","234569","110807","181889","65110","194708","52482","166832","41839","74458","23166","11799","6473","4","47","0","0","0","0","20260403"
"202603","2호선","강남","155","13","8041","12420","18954","53655","43312","167850","67406","340695","58461","349380","62290","164557","79528","112166","94366","108122","109013","123519","122387","114858","149297","108280","175405","118804","265958","152137","339244","185953","234569","110807","181889","65110","194708","52482","166832","41839","74458","23166","11799","6473","4","47","0","0","0","0","20260403"
"202603","2호선","강변(동서울터미널)","34","1","9159","1741","22713","18393","68356","21380","105591","38287","78059","32434","61329","30825","53321","31393","47691","35301","45283","39360","41966","44310","45092","54366","48700","58742","52695","70821","57145","90998","36585","65355","29361","45894","23300","35741","14697","30696","5628","16071","802","4398","0","94","0","0","0","0","20260403"
"202603","2호선","강변(동서울터미널)","34","1","9159","1741","22713","18393","68356","21380","105591","38287","78059","32434","61329","30825","53321","31393","47691","35301","45283","39360","41966","44310","45092","54366","48700","58742","52695","70821","57145","90998","36585","65355","29361","45894","23300","35741","14697","30696","5628","16071","802","4398","0","94","0","0","0","0","20260403"
"202603","2호선","건대입구","251","8","14386","1829","22853","14895","59811","25740","99339","69456","69948","55595","47436","55907","44726","56798","53906","62247","58431","67542","61288","67627","68335","73302","77423","90241","89107","120578","100934","168916","79447","117728","82671","75986","88277","68371","85728","60506","51641","35764","8036","12308","10","1057","0","1","0","0","20260403"
"202603","2호선","건대입구","251","8","14386","1829","22853","14895","59811","25740","99339","69456","69948","55595","47436","55907","44726","56798","53906","62247","58431","67542","61288","67627","68335","73302","77423","90241","89107","120578","100934","168916","79447","117728","82671","75986","88277","68371","85728","60506","51641","35764","8036","12308","10","1057","0","1","0","0","20260403"
"202603","2호선","교대(법원.검찰청)","21","0","2932","7052","11218","29328","28075","57061","37769","168316","32426","134859","29288","73554","34965","64849","36839","58475","45761","62076","54442","54290","58013","51887","62399","54197","100452","71688","139643","74662","66084","43676","58464","28965","55532","24802","39584","22973","15721","11861","3082","3749","0","13","0","0","0","0","20260403"
"202603","2호선","교대(법원.검찰청)","21","0","2932","7052","11218","29328","28075","57061","37769","168316","32426","134859","29288","73554","34965","64849","36839","58475","45761","62076","54442","54290","58013","51887","62399","54197","100452","71688","139643","74662","66084","43676","58464","28965","55532","24802","39584","22973","15721","11861","3082","3749","0","13","0","0","0","0","20260403"
"202603","2호선","구로디지털단지","336","10","39631","5300","55820","20750","148606","87732","194527","231439","122659","143631","78436","63902","69568","49489","76493","55582","75555","69220","67294","65128","76385","74760","91092","90173","140127","120398","208100","170817","107090","135245","66518","92250","52535","90567","39816","82509","18581","49118","3592","14512","8","291","0","0","0","0","20260403"
"202603","2호선","구로디지털단지","336","10","39631","5300","55820","20750","148606","87732","194527","231439","122659","143631","78436","63902","69568","49489","76493","55582","75555","69220","67294","65128","76385","74760","91092","90173","140127","120398","208100","170817","107090","135245","66518","92250","52535","90567","39816","82509","18581","49118","3592","14512","8","291","0","0","0","0","20260403"
"202603","2호선","구의(광진구청)","47","6","14063","1293","29617","15431","84273","22843","133631","50296","83584","29255","48955","27271","40720","30521","42865","33277","41951","36006","40241","38575","41385","48116","50765","55836","47919","75878","57920","115895","32746","85344","26085","57329","25215","52173","20261","47443","9237","26772","1611","7835","7","226","0","0","0","0","20260403"
